anterior.posterior,dorso.ventral
-3.41512,-0.164840
-3.29662,-0.167869
-3.15625,-0.165527
-3.01587,-0.163184
-2.89286,-0.176151
-2.78713,-0.209433
-2.67688,-0.252654
-2.58832,-0.316262
-2.54541,-0.240446
-2.50702,-0.154692
-2.49921,-0.0794614
-2.54340,-0.0551654
-2.68364,-0.0675193
-2.86356,-0.0655152
-3.02561,-0.0882464
-3.16572,-0.110611
-3.29268,-0.132757
-3.40635,-0.164694
