anterior.posterior,dorso.ventral
-7.06085,-6.80947
-6.86814,-6.78289
-6.50917,-6.72016
-6.15260,-6.69752
-5.86897,-6.68944
-5.46803,-6.70612
-5.11439,-6.68353
-4.76698,-6.63100
-4.47281,-6.53263
-4.29854,-6.43627
-4.17124,-6.32733
-4.03847,-6.18827
-3.92071,-6.01941
-3.85166,-5.70117
-4.08133,-5.35454
-4.48075,-5.00072
-4.65855,-4.59314
-5.04387,-4.42601
-5.48697,-4.54355
-6.17164,-4.75524
-6.69697,-4.84745
-7.08562,-4.87730
-7.06378,-6.80952
