anterior.posterior,dorso.ventral
0.324092,-4.69356
0.437118,-4.61157
0.505893,-4.50028
0.583825,-4.41887
0.772451,-4.41572
1.14538,-4.41450
1.40838,-4.39509
1.70235,-4.39519
1.84285,-4.40286
1.92220,-4.43158
1.97096,-4.47082
1.93206,-4.51653
1.73092,-4.56995
1.42914,-4.64508
1.18819,-4.67414
1.02627,-4.70688
0.881515,-4.70929
0.732434,-4.71679
0.583352,-4.72428
0.420983,-4.72199
0.324156,-4.69857
